,grid_lat,grid_lon,in_country,pt_in_sea,country,geometry,coast_pt,sea_node,cent_lat,cent_lon,merra_lat,merra_lon,shore_dist,pv_lat,pv_lon
396,55.0,11.875,False,True,Denmark,POINT (11.875 55),False,False,55.128105752243435,11.933668045989217,55.0,12.5,0.0,55.128105752243435,11.933668045989217
397,55.5,11.875,True,False,Denmark,POINT (11.875 55.5),False,False,55.49136201124205,11.871169500089925,55.5,11.875,0.0,55.49136201124205,11.871169500089925
398,56.0,11.875,False,True,Denmark,POINT (11.875 56),False,False,55.93323767599662,12.09004216672742,56.0,12.5,0.0,55.93323767599662,12.09004216672742
399,55.0,12.5,True,False,Denmark,POINT (12.5 55),False,False,54.978338635172065,12.34990954885166,55.0,12.5,0.0,54.978338635172065,12.34990954885166
400,55.5,12.5,False,True,Denmark,POINT (12.5 55.5),False,False,55.53418981840076,12.335922492921192,55.5,11.875,4.828380898909679,55.53418981840076,12.335922492921192
401,56.0,12.5,True,False,Denmark,POINT (12.5 56),False,False,55.92857287661814,12.375224823591259,56.0,12.5,0.0,55.92857287661814,12.375224823591259
402,55.0,14.375,False,True,Denmark,POINT (14.375 55),False,False,55.11575134556375,14.684583028157597,55.5,13.75,0.0,55.11575134556375,14.684583028157597
403,55.0,15.0,False,True,Denmark,POINT (15 55),False,False,55.122286434549494,14.90663361452065,55.5,13.75,0.0,55.122286434549494,14.90663361452065
404,55.5,15.0,False,True,Denmark,POINT (15 55.5),False,False,55.269905312996045,14.771571790483188,55.5,13.75,0.0,55.269905312996045,14.771571790483188
405,55.5,6.25,False,True,Denmark,POINT (6.25 55.5),False,True,55.56014075934818,6.540782434840229,55.5,6.25,97.94368254961392,,
406,56.0,6.25,False,True,Denmark,POINT (6.25 56),False,True,56.05459789649487,6.534293451332193,56.0,6.25,97.62961554689069,,
407,56.5,6.25,False,True,Denmark,POINT (6.25 56.5),False,True,56.48990378242738,6.532492388483234,56.5,6.25,97.81963510260043,,
408,57.0,6.25,False,True,Denmark,POINT (6.25 57),False,True,56.77759121787075,6.552458367745769,57.0,6.25,99.3966648196328,,
409,54.5,6.875,False,True,Denmark,POINT (6.875 54.5),False,True,54.68800933086238,7.129343931995675,54.5,6.875,96.42265535619455,,
410,55.0,6.875,False,True,Denmark,POINT (6.875 55),False,True,55.05228805184667,6.987548779750445,55.0,6.875,89.86208539685633,,
411,55.5,6.875,False,True,Denmark,POINT (6.875 55.5),False,True,55.5013740557752,6.876835068181411,55.5,6.875,77.03692017778866,,
412,56.0,6.875,False,True,Denmark,POINT (6.875 56),False,True,56.0,6.875,56.0,6.875,76.76479725490061,,
413,56.5,6.875,False,True,Denmark,POINT (6.875 56.5),False,True,56.5,6.875,56.5,6.875,76.70968867373227,,
414,57.0,6.875,False,True,Denmark,POINT (6.875 57),False,True,56.98050145937009,6.915053362864817,57.0,6.875,83.3831234747864,,
415,57.5,6.875,False,True,Denmark,POINT (6.875 57.5),False,True,57.367569647435914,7.05572880191163,57.5,6.875,92.84473901044619,,
416,54.5,7.5,False,True,Denmark,POINT (7.5 54.5),False,True,54.5379149266019,7.546336407170622,54.5,7.5,83.276140009318,,
417,55.0,7.5,False,True,Denmark,POINT (7.5 55),False,True,55.0,7.5,55.0,7.5,62.61942559958762,,
418,55.5,7.5,False,True,Denmark,POINT (7.5 55.5),False,True,55.5,7.5,55.5,7.5,37.96241010919996,,
419,56.0,7.5,False,True,Denmark,POINT (7.5 56),False,True,56.0,7.5,56.0,7.5,37.96743955786366,,
420,56.5,7.5,False,True,Denmark,POINT (7.5 56.5),False,True,56.5,7.5,56.5,7.5,38.219687605295256,,
421,57.0,7.5,False,True,Denmark,POINT (7.5 57),False,True,57.0,7.5,57.0,7.5,50.116801916072525,,
422,57.5,7.5,False,True,Denmark,POINT (7.5 57.5),False,True,57.487580381844545,7.514636129945741,57.5,7.5,77.41930503510126,,
423,55.0,8.125,False,True,Denmark,POINT (8.125 55),True,True,55.02395052450295,8.059109025029052,55.0,8.125,26.957335715686842,,
424,55.5,8.125,False,True,Denmark,POINT (8.125 55.5),True,True,55.446152656546076,8.05291786426879,55.5,8.125,11.49585901110007,,
425,56.0,8.125,True,False,Denmark,POINT (8.125 56),True,True,55.984781351460306,7.933866273122904,56.0,7.5,11.488338340468305,,
426,56.5,8.125,True,False,Denmark,POINT (8.125 56.5),True,True,56.515016620981136,7.9376397575758935,56.5,7.5,11.274089998171048,,
427,57.0,8.125,False,True,Denmark,POINT (8.125 57),True,True,57.029958736125465,8.080212456296819,57.0,8.125,20.426369198100154,,
428,57.5,8.125,False,True,Denmark,POINT (8.125 57.5),False,True,57.5,8.125,57.5,8.125,51.58405212365524,,
429,55.0,8.75,True,False,Denmark,POINT (8.75 55),True,True,54.98604471015825,8.531523695531233,55.0,8.125,7.900764655013844,,
430,55.5,8.75,True,False,Denmark,POINT (8.75 55.5),True,True,55.32561727455432,8.505785238349956,55.5,8.125,9.632669541030475,,
431,56.5,8.75,True,False,Denmark,POINT (8.75 56.5),True,True,56.54794322720584,8.646057338596929,57.0,8.125,5.827706447706908,,
432,57.0,8.75,True,False,Denmark,POINT (8.75 57),True,True,57.19943306644986,8.703802840051942,57.5,8.75,9.161644116810251,,
433,57.5,8.75,False,True,Denmark,POINT (8.75 57.5),False,True,57.5,8.75,57.5,8.75,41.79965979943859,,
434,55.0,9.375,True,False,Denmark,POINT (9.375 55),True,True,55.11913794158618,9.610737628656997,55.0,10.0,6.676824773920917,,
435,55.5,9.375,True,False,Denmark,POINT (9.375 55.5),True,True,55.415415083952254,9.68478933941902,55.0,10.0,5.266410923477964,,
436,57.0,9.375,True,False,Denmark,POINT (9.375 57),True,True,57.22027031641678,9.244094779146208,57.5,9.375,9.141049733973169,,
437,57.5,9.375,False,True,Denmark,POINT (9.375 57.5),True,True,57.51148563198359,9.359520286235934,57.5,9.375,25.668106713277826,,
438,58.0,9.375,False,True,Denmark,POINT (9.375 58),False,True,58.0,9.375,58.0,9.375,57.660588797991025,,
439,55.0,10.0,False,True,Denmark,POINT (10 55),True,True,55.11783704712598,9.944721267143427,55.0,10.0,9.231933238526594,,
440,55.5,10.0,True,False,Denmark,POINT (10 55.5),True,True,55.665588968267855,10.116512020082787,56.0,10.625,8.911425403929224,,
441,56.0,10.0,True,False,Denmark,POINT (10 56),True,True,55.785658836529564,10.241708244225016,56.0,10.625,5.937532133553236,,
442,57.5,10.0,True,False,Denmark,POINT (10 57.5),True,True,57.667153858678304,9.934607678789364,58.0,10.0,9.115829620261136,,
443,58.0,10.0,False,True,Denmark,POINT (10 58),False,True,58.0,10.0,58.0,10.0,43.020029039795915,,
444,58.5,10.0,False,True,Denmark,POINT (10 58.5),False,True,58.419318273026086,10.018297968742225,58.5,10.0,81.7388518479756,,
445,54.5,10.625,False,True,Denmark,POINT (10.625 54.5),True,True,54.57515496812844,10.638274312700332,54.5,10.625,17.394279106513697,,
446,55.0,10.625,True,False,Denmark,POINT (10.625 55),True,True,54.85157885743989,10.466145728496132,55.0,10.0,5.0,,
447,55.5,10.625,True,False,Denmark,POINT (10.625 55.5),True,True,55.60883860492587,10.705646214994967,56.0,10.625,5.0,,
448,56.0,10.625,False,True,Denmark,POINT (10.625 56),True,True,55.96624402129138,10.687158021938297,56.0,10.625,7.869858383141781,,
449,56.5,10.625,True,False,Denmark,POINT (10.625 56.5),True,True,56.658576592669746,10.679835922728596,57.0,10.625,14.704867837672447,,
450,57.0,10.625,False,True,Denmark,POINT (10.625 57),True,True,56.970200453099224,10.677856850580731,57.0,10.625,20.610141803069627,,
451,57.5,10.625,False,True,Denmark,POINT (10.625 57.5),True,True,57.51152606022662,10.75535732177416,57.5,10.625,16.572345728538966,,
452,58.0,10.625,False,True,Denmark,POINT (10.625 58),True,True,58.006377231450315,10.626026552968561,58.0,10.625,29.191154545212658,,
453,58.5,10.625,False,True,Denmark,POINT (10.625 58.5),False,True,58.44390582559742,10.623739524317106,58.5,10.625,77.80221437427863,,
454,54.5,11.25,False,True,Denmark,POINT (11.25 54.5),True,True,54.475613645148414,11.302882419333612,54.5,11.25,18.831422513651944,,
455,55.0,11.25,False,True,Denmark,POINT (11.25 55),True,True,55.07105120144648,11.274725617407638,55.0,11.25,12.868688003922314,,
456,55.5,11.25,True,False,Denmark,POINT (11.25 55.5),True,True,55.427126090260394,11.021879592101778,55.0,11.25,11.737130763185275,,
457,56.0,11.25,False,True,Denmark,POINT (11.25 56),True,True,56.0370550484372,11.208314745855745,56.0,11.25,6.480045539606297,,
458,56.5,11.25,False,True,Denmark,POINT (11.25 56.5),True,True,56.50529625016608,11.265840949176532,56.5,11.25,20.00217722078217,,
459,57.0,11.25,False,True,Denmark,POINT (11.25 57),True,True,56.99035909411079,11.259369745937757,57.0,11.25,30.236182997403507,,
460,57.5,11.25,False,True,Denmark,POINT (11.25 57.5),True,True,57.52590381522019,11.270367774325255,57.5,11.25,22.82106236762712,,
461,54.5,11.875,False,True,Denmark,POINT (11.875 54.5),True,True,54.43866118061983,11.888193857357827,54.5,11.875,14.6388910211864,,
462,55.0,11.875,False,True,Denmark,POINT (11.875 55),True,True,55.04466787209671,11.619781602544109,55.0,11.875,7.297564988558901,,
463,56.0,11.875,False,True,Denmark,POINT (11.875 56),True,True,56.14171195082313,11.825633023815564,56.0,11.875,16.550797056536716,,
464,56.5,11.875,False,True,Denmark,POINT (11.875 56.5),False,True,56.5,11.875,56.5,11.875,47.644903090780694,,
465,55.0,12.5,True,False,Denmark,POINT (12.5 55),True,True,54.98976186784514,12.566245942539833,55.0,13.125,5.0,,
466,55.5,12.5,False,True,Denmark,POINT (12.5 55.5),True,True,55.475346932976336,12.63317032684345,55.5,12.5,16.80526372295538,,
467,56.0,12.5,True,False,Denmark,POINT (12.5 56),True,True,55.854048968597965,12.715146447170955,55.5,12.5,8.70646476577629,,
468,55.0,13.125,False,True,Denmark,POINT (13.125 55),False,True,55.0,13.125,55.0,13.125,36.62533152622986,,
469,55.0,13.75,False,True,Denmark,POINT (13.75 55),False,True,55.0,13.75,55.0,13.75,60.41743066654435,,
470,54.5,14.375,False,True,Denmark,POINT (14.375 54.5),False,True,54.50014719768931,14.375179664267348,54.5,14.375,67.15667961257408,,
471,55.0,14.375,False,True,Denmark,POINT (14.375 55),True,True,54.99278408164353,14.361443051940363,55.0,14.375,23.58590603243893,,
472,55.5,14.375,False,True,Denmark,POINT (14.375 55.5),True,True,55.47245891175739,14.473510495381777,55.5,14.375,26.264382743577137,,
473,54.5,15.0,False,True,Denmark,POINT (15 54.5),False,True,54.5,15.0,54.5,15.0,55.162381261410545,,
474,55.0,15.0,False,True,Denmark,POINT (15 55),True,True,54.922944629985764,15.039544909473591,55.0,15.0,7.99575767000365,,
475,55.5,15.0,False,True,Denmark,POINT (15 55.5),True,True,55.51292054592036,15.012926586760669,55.5,15.0,27.92238986280942,,
476,55.0,15.625,False,True,Denmark,POINT (15.625 55),False,True,55.0,15.625,55.0,15.625,31.88343799365205,,
477,55.5,15.625,False,True,Denmark,POINT (15.625 55.5),False,True,55.5,15.625,55.5,15.625,50.44913396676635,,
478,55.0,16.25,False,True,Denmark,POINT (16.25 55),False,True,55.0,16.25,55.0,16.25,71.01800532354703,,
479,55.5,16.25,False,True,Denmark,POINT (16.25 55.5),False,True,55.48332005065076,16.228658659028028,55.5,16.25,79.06371720471434,,
480,55.5,16.875,False,True,Denmark,POINT (16.875 55.5),False,True,55.348948483131615,16.614585262981915,55.5,16.875,96.42305433362448,,
481,58.0,21.875,False,True,Estonia,POINT (21.875 58),False,False,58.00191278046682,22.097289954257043,58.5,21.875,0.0,58.00191278046682,22.097289954257043
482,58.5,21.875,True,False,Estonia,POINT (21.875 58.5),False,False,58.37904454775429,22.043656306703614,58.5,21.875,0.0,58.37904454775429,22.043656306703614
483,59.0,21.875,False,True,Estonia,POINT (21.875 59),False,False,58.92668415220424,22.128236704902434,59.0,22.5,0.0,58.92668415220424,22.128236704902434
484,58.0,22.5,False,True,Estonia,POINT (22.5 58),False,False,58.174663715510405,22.305335507712844,58.5,22.5,1.5626429880742623,58.174663715510405,22.305335507712844
485,58.5,22.5,True,False,Estonia,POINT (22.5 58.5),False,False,58.41975272218687,22.50733676463321,58.5,22.5,0.0,58.41975272218687,22.50733676463321
486,59.0,22.5,True,False,Estonia,POINT (22.5 59),False,False,58.900565875831894,22.57397281668549,59.0,22.5,0.0,58.900565875831894,22.57397281668549
487,58.5,23.125,True,False,Estonia,POINT (23.125 58.5),False,False,58.46617031462656,22.982314211587482,58.5,23.125,0.0,58.46617031462656,22.982314211587482
488,59.0,23.125,True,False,Estonia,POINT (23.125 59),False,False,58.89361234702539,22.89848542072369,59.0,23.125,0.0,58.89361234702539,22.89848542072369
489,58.5,23.75,True,False,Estonia,POINT (23.75 58.5),False,False,58.55856544032918,23.825861597112144,58.5,23.75,0.0,58.55856544032918,23.825861597112144
490,59.0,23.75,True,False,Estonia,POINT (23.75 59),False,False,59.00913188517859,23.777441729583117,59.0,23.75,0.0,59.00913188517859,23.777441729583117
491,59.5,23.75,False,True,Estonia,POINT (23.75 59.5),False,False,59.28495710873357,23.939044727992854,59.0,23.75,1.2929452385370261,59.28495710873357,23.939044727992854
492,58.0,24.375,False,True,Estonia,POINT (24.375 58),False,False,58.06840061876446,24.539120395391667,58.0,25.0,0.0,58.06840061876446,24.539120395391667
493,58.5,24.375,True,False,Estonia,POINT (24.375 58.5),False,False,58.52321364182835,24.37269833646515,58.5,24.375,0.0,58.52321364182835,24.37269833646515
494,59.0,24.375,True,False,Estonia,POINT (24.375 59),False,False,59.0,24.375,59.0,24.375,0.0,59.0,24.375
495,59.5,24.375,False,True,Estonia,POINT (24.375 59.5),False,False,59.34405113691706,24.41076364602573,59.5,25.0,0.0,59.34405113691706,24.41076364602573
496,58.0,25.0,False,False,Estonia,POINT (25 58),False,False,58.132952331432065,24.979633688898932,58.0,25.0,0.0,58.132952331432065,24.979633688898932
497,58.5,25.0,True,False,Estonia,POINT (25 58.5),False,False,58.5,25.0,58.5,25.0,0.0,58.5,25.0
498,59.0,25.0,True,False,Estonia,POINT (25 59),False,False,59.0,25.0,59.0,25.0,0.0,59.0,25.0
499,59.5,25.0,True,False,Estonia,POINT (25 59.5),False,False,59.38416444012229,25.003781913179424,59.5,25.0,0.0,59.38416444012229,25.003781913179424
500,58.0,25.625,True,False,Estonia,POINT (25.625 58),False,False,58.08574534390561,25.66579841547186,58.0,25.625,0.0,58.08574534390561,25.66579841547186
501,58.5,25.625,True,False,Estonia,POINT (25.625 58.5),False,False,58.5,25.625,58.5,25.625,0.0,58.5,25.625
502,59.0,25.625,True,False,Estonia,POINT (25.625 59),False,False,59.0,25.625,59.0,25.625,0.0,59.0,25.625
503,59.5,25.625,True,False,Estonia,POINT (25.625 59.5),False,False,59.422548368922925,25.645174038434824,59.5,25.625,0.0,59.422548368922925,25.645174038434824
504,57.5,26.25,False,False,Estonia,POINT (26.25 57.5),False,False,57.66223427579657,26.405701449066843,57.5,26.25,0.0,57.66223427579657,26.405701449066843
505,58.0,26.25,True,False,Estonia,POINT (26.25 58),False,False,58.00865024436326,26.259966499528076,58.0,26.25,0.0,58.00865024436326,26.259966499528076
506,58.5,26.25,True,False,Estonia,POINT (26.25 58.5),False,False,58.5,26.25,58.5,26.25,0.0,58.5,26.25
507,59.0,26.25,True,False,Estonia,POINT (26.25 59),False,False,59.0,26.25,59.0,26.25,0.0,59.0,26.25
508,59.5,26.25,True,False,Estonia,POINT (26.25 59.5),False,False,59.41730781120172,26.234230767815244,59.5,26.25,0.0,59.41730781120172,26.234230767815244
509,57.5,26.875,False,False,Estonia,POINT (26.875 57.5),False,False,57.66497701226266,26.86668021932045,57.5,26.875,0.0,57.66497701226266,26.86668021932045
510,58.0,26.875,True,False,Estonia,POINT (26.875 58),False,False,58.0,26.875,58.0,26.875,0.0,58.0,26.875
511,58.5,26.875,True,False,Estonia,POINT (26.875 58.5),False,False,58.5,26.875,58.5,26.875,0.0,58.5,26.875
512,59.0,26.875,True,False,Estonia,POINT (26.875 59),False,False,59.0,26.875,59.0,26.875,0.0,59.0,26.875
513,59.5,26.875,False,True,Estonia,POINT (26.875 59.5),False,False,59.37100440196036,26.84335851130393,59.5,26.25,0.0,59.37100440196036,26.84335851130393
514,57.5,27.5,False,False,Estonia,POINT (27.5 57.5),False,False,57.65442304541984,27.29421802117233,57.5,27.5,0.0,57.65442304541984,27.29421802117233
515,58.0,27.5,True,False,Estonia,POINT (27.5 58),False,False,57.98591281609191,27.421406327712365,58.0,27.5,0.0,57.98591281609191,27.421406327712365
516,58.5,27.5,True,False,Estonia,POINT (27.5 58.5),False,False,58.491412497763186,27.342568402914697,58.5,27.5,0.0,58.491412497763186,27.342568402914697
517,59.0,27.5,True,False,Estonia,POINT (27.5 59),False,False,59.04507299303779,27.448977623912835,59.0,27.5,0.0,59.04507299303779,27.448977623912835
518,59.5,27.5,False,True,Estonia,POINT (27.5 59.5),False,False,59.34251925321206,27.487053122665937,59.0,27.5,0.0,59.34251925321206,27.487053122665937
519,58.0,28.125,False,False,Estonia,POINT (28.125 58),False,False,57.87288308403061,27.815083933288335,58.0,28.125,0.0,57.87288308403061,27.815083933288335
520,59.0,28.125,False,False,Estonia,POINT (28.125 59),False,False,59.202141032919535,27.839449511915905,59.0,28.125,0.0,59.202141032919535,27.839449511915905
521,59.5,28.125,False,False,Estonia,POINT (28.125 59.5),False,False,59.35404301485923,27.991997199590227,59.5,28.125,0.0,59.35404301485923,27.991997199590227
522,58.0,20.0,False,True,Estonia,POINT (20 58),False,True,58.11969016844696,20.248188880663992,58.0,20.0,95.73330099189482,,
523,58.5,20.0,False,True,Estonia,POINT (20 58.5),False,True,58.49618303354032,20.22524044393651,58.5,20.0,93.9979938344803,,
524,59.0,20.0,False,True,Estonia,POINT (20 59),False,True,58.81424892694188,20.26745252606682,59.0,20.0,97.34714490015591,,
525,57.0,20.625,False,True,Estonia,POINT (20.625 57),False,True,57.24178394400597,20.920622335378013,57.0,20.625,99.25734081937776,,
526,57.5,20.625,False,True,Estonia,POINT (20.625 57.5),False,True,57.556258334286,20.71230472201874,57.5,20.625,86.59273212725454,,
527,58.0,20.625,False,True,Estonia,POINT (20.625 58),False,True,58.00105213977453,20.626456812320583,58.0,20.625,78.5846850021175,,
528,58.5,20.625,False,True,Estonia,POINT (20.625 58.5),False,True,58.5,20.625,58.5,20.625,70.68447321994508,,
529,59.0,20.625,False,True,Estonia,POINT (20.625 59),False,True,58.99486228612418,20.63296421664099,59.0,20.625,81.39740356618076,,
530,59.5,20.625,False,True,Estonia,POINT (20.625 59.5),False,True,59.392578852460716,20.742888765855298,59.5,20.625,89.67186358105887,,
531,58.0,21.25,False,True,Estonia,POINT (21.25 58),False,True,58.0,21.25,58.0,21.25,43.53044361306857,,
532,58.5,21.25,False,True,Estonia,POINT (21.25 58.5),False,True,58.5,21.25,58.5,21.25,34.25135756532824,,
533,59.0,21.25,False,True,Estonia,POINT (21.25 59),False,True,59.0,21.25,59.0,21.25,46.135353987799085,,
534,59.5,21.25,False,True,Estonia,POINT (21.25 59.5),False,True,59.488397640535375,21.261283773698665,59.5,21.25,75.11466662567109,,
535,60.0,21.25,False,True,Estonia,POINT (21.25 60),False,True,59.77130906458314,21.457042287528562,60.0,21.25,97.59062262594306,,
536,58.0,21.875,False,True,Estonia,POINT (21.875 58),True,True,57.970950473236165,21.798223448620906,58.0,21.875,10.955236396491784,,
537,58.5,21.875,True,False,Estonia,POINT (21.875 58.5),True,True,58.56027798930927,21.799615117094064,58.5,21.25,6.364826487774367,,
538,59.0,21.875,False,True,Estonia,POINT (21.875 59),True,True,59.00684630508796,21.854462672394344,59.0,21.875,13.032220983726669,,
539,59.5,21.875,False,True,Estonia,POINT (21.875 59.5),False,True,59.5,21.875,59.5,21.875,61.98869626158801,,
540,58.0,22.5,False,True,Estonia,POINT (22.5 58),True,True,57.963402172615446,22.535871856434063,58.0,22.5,19.651245082168934,,
541,58.5,22.5,True,False,Estonia,POINT (22.5 58.5),True,True,58.679737615150216,22.29371885508961,59.0,21.875,10.722844342115971,,
542,59.0,22.5,True,False,Estonia,POINT (22.5 59),True,True,59.14582734712414,22.466037351332968,59.0,21.875,10.65774302637075,,
543,59.5,22.5,False,True,Estonia,POINT (22.5 59.5),False,True,59.5,22.5,59.5,22.5,48.257049781598596,,
544,58.0,23.125,False,True,Estonia,POINT (23.125 58),False,True,57.99832086515694,23.126988314312324,58.0,23.125,34.671193224724895,,
545,58.5,23.125,True,False,Estonia,POINT (23.125 58.5),True,True,58.32244434816281,23.25486662251504,58.0,23.125,11.966889825002188,,
546,59.0,23.125,True,False,Estonia,POINT (23.125 59),True,True,59.049654617992495,23.128030440076273,59.5,23.125,5.0,,
547,59.5,23.125,False,True,Estonia,POINT (23.125 59.5),True,True,59.50001750393863,23.124978164033738,59.5,23.125,37.338796957098175,,
548,57.5,23.75,False,True,Estonia,POINT (23.75 57.5),False,True,57.5,23.75,57.5,23.75,53.390870935615396,,
549,58.0,23.75,False,True,Estonia,POINT (23.75 58),True,True,57.99811786347529,23.747689914842535,58.0,23.75,33.75458003781275,,
550,58.5,23.75,True,False,Estonia,POINT (23.75 58.5),True,True,58.34278814638933,23.594198022716792,58.0,23.75,8.447615964748458,,
551,59.0,23.75,True,False,Estonia,POINT (23.75 59),True,True,58.76079444624388,23.44643847382203,59.5,23.75,5.560038318385709,,
552,59.5,23.75,False,True,Estonia,POINT (23.75 59.5),True,True,59.53512187447447,23.729274123074244,59.5,23.75,23.945214143644176,,
553,58.0,24.375,False,True,Estonia,POINT (24.375 58),True,True,58.024172442019804,24.19383243294128,58.0,24.375,11.638232789582794,,
554,58.5,24.375,True,False,Estonia,POINT (24.375 58.5),True,True,58.29517983783548,24.394117661049428,58.0,24.375,6.623025287087467,,
555,59.5,24.375,False,True,Estonia,POINT (24.375 59.5),True,True,59.61470198029275,24.356670755972537,59.5,24.375,15.80416953398614,,
556,59.5,25.0,True,False,Estonia,POINT (25 59.5),True,True,59.66283305980538,25.013865001546325,60.0,25.0,15.775475442257706,,
557,59.5,25.625,True,False,Estonia,POINT (25.625 59.5),True,True,59.69494399040084,25.577653248225815,60.0,25.625,6.879000637503737,,
558,59.5,26.25,True,False,Estonia,POINT (26.25 59.5),True,True,59.686937871707336,26.293665631742783,60.0,26.25,11.39627252513167,,
559,59.5,26.875,False,True,Estonia,POINT (26.875 59.5),True,True,59.63711300488696,26.911256641515774,59.5,26.875,16.12283381097663,,
560,60.0,26.875,False,True,Estonia,POINT (26.875 60),False,True,60.0,26.875,60.0,26.875,51.331985812155125,,
561,59.5,27.5,False,True,Estonia,POINT (27.5 59.5),True,True,59.614406233982784,27.508674659184354,59.5,27.5,19.01903378055252,,
562,60.0,27.5,False,True,Estonia,POINT (27.5 60),False,True,60.0,27.5,60.0,27.5,61.59964940164771,,
563,59.5,28.125,False,False,Estonia,POINT (28.125 59.5),True,True,59.59493282811418,27.878411277396506,59.5,27.5,15.115070926938419,,
564,60.0,28.125,False,True,Estonia,POINT (28.125 60),False,True,60.02628995263919,28.116487619063463,60.0,28.125,61.28353950666379,,
565,60.5,28.125,False,True,Estonia,POINT (28.125 60.5),False,True,60.30975426992664,28.116512445863258,60.5,28.125,92.77797581613649,,
566,60.0,28.75,False,True,Estonia,POINT (28.75 60),False,True,60.05457541762449,28.71864970147436,60.0,28.75,75.34884738419397,,
567,60.5,28.75,False,False,Estonia,POINT (28.75 60.5),False,True,60.28753260580876,28.58536555117415,60.0,28.75,95.60353954162477,,
568,60.0,29.375,False,True,Estonia,POINT (29.375 60),False,True,60.07790885041685,29.209754400157497,60.0,29.375,94.33930308024995,,
569,60.0,19.375,False,True,Finland,POINT (19.375 60),False,False,60.18854317238147,19.589199769756952,60.0,18.75,0.0,60.18854317238147,19.589199769756952
570,60.5,19.375,False,True,Finland,POINT (19.375 60.5),False,False,60.26009554945981,19.671790280402337,60.0,18.75,0.0,60.26009554945981,19.671790280402337
571,60.0,20.0,False,True,Finland,POINT (20 60),False,False,60.15472189300206,19.852925199712054,60.0,18.75,0.0,60.15472189300206,19.852925199712054
572,60.5,20.0,False,True,Finland,POINT (20 60.5),False,False,60.32141969492478,20.01319330321586,60.0,18.75,0.0,60.32141969492478,20.01319330321586
573,69.0,20.625,False,False,Finland,POINT (20.625 69),False,False,69.03564769502205,20.80798922243163,69.0,20.625,0.0,69.03564769502205,20.80798922243163
574,60.5,21.25,False,True,Finland,POINT (21.25 60.5),False,False,60.662132899267405,21.47347687934082,61.0,21.875,0.0,60.662132899267405,21.47347687934082
575,61.0,21.25,False,True,Finland,POINT (21.25 61),False,False,60.96388776908976,21.476813801473458,61.0,21.875,0.0,60.96388776908976,21.476813801473458
576,61.5,21.25,False,True,Finland,POINT (21.25 61.5),False,False,61.454569767442585,21.537708497138844,61.5,21.875,0.0,61.454569767442585,21.537708497138844
577,62.0,21.25,False,True,Finland,POINT (21.25 62),False,False,62.029091922911796,21.447470896156457,62.0,21.875,0.0,62.029091922911796,21.447470896156457
578,62.5,21.25,True,False,Finland,POINT (21.25 62.5),False,False,62.53421798258275,21.35152570250634,62.5,21.25,0.0,62.53421798258275,21.35152570250634
579,63.0,21.25,False,True,Finland,POINT (21.25 63),False,False,62.85720697392635,21.414477300039902,63.0,21.875,0.0,62.85720697392635,21.414477300039902
580,63.5,21.25,False,True,Finland,POINT (21.25 63.5),False,False,63.259096779713815,21.139146179182486,63.0,21.875,0.0,63.259096779713815,21.139146179182486
581,68.5,21.25,False,False,Finland,POINT (21.25 68.5),False,False,68.7140407982904,21.493848729635996,68.5,21.25,0.0,68.7140407982904,21.493848729635996
582,69.0,21.25,True,False,Finland,POINT (21.25 69),False,False,69.01307184577738,21.298874038538358,69.0,21.25,0.0,69.01307184577738,21.298874038538358
583,69.5,21.25,False,False,Finland,POINT (21.25 69.5),False,False,69.27951117549,21.371625320268475,69.5,21.25,0.0,69.27951117549,21.371625320268475
584,60.0,21.875,False,True,Finland,POINT (21.875 60),False,False,60.15532529596363,21.779100475237158,60.5,22.5,0.0,60.15532529596363,21.779100475237158
585,60.5,21.875,False,True,Finland,POINT (21.875 60.5),False,False,60.62412534334931,21.906971117562055,60.5,22.5,0.0,60.62412534334931,21.906971117562055
586,61.0,21.875,True,False,Finland,POINT (21.875 61),False,False,61.0,21.875,61.0,21.875,0.0,61.0,21.875
587,61.5,21.875,True,False,Finland,POINT (21.875 61.5),False,False,61.49893685958762,21.878915238110384,61.5,21.875,0.0,61.49893685958762,21.878915238110384
588,62.0,21.875,True,False,Finland,POINT (21.875 62),False,False,62.0,21.875,62.0,21.875,0.0,62.0,21.875
589,62.5,21.875,True,False,Finland,POINT (21.875 62.5),False,False,62.5,21.875,62.5,21.875,0.0,62.5,21.875
590,63.0,21.875,True,False,Finland,POINT (21.875 63),False,False,62.98229193263491,21.879601127859885,63.0,21.875,0.0,62.98229193263491,21.879601127859885
591,63.5,21.875,False,True,Finland,POINT (21.875 63.5),False,False,63.25198872841624,21.870407058198943,63.0,21.875,0.0,63.25198872841624,21.870407058198943
592,68.5,21.875,False,False,Finland,POINT (21.875 68.5),False,False,68.6442293781497,21.93197645906555,68.5,21.875,0.0,68.6442293781497,21.93197645906555
593,69.0,21.875,True,False,Finland,POINT (21.875 69),False,False,68.95850781412771,21.830322957852943,69.0,21.875,0.0,68.95850781412771,21.830322957852943
594,69.5,21.875,False,False,Finland,POINT (21.875 69.5),False,False,69.26950825400492,21.631452160797153,69.5,21.875,0.0,69.26950825400492,21.631452160797153
595,60.0,22.5,False,True,Finland,POINT (22.5 60),False,False,60.115283697683665,22.624060150295534,60.5,22.5,0.0,60.115283697683665,22.624060150295534
