,grid_lat,grid_lon,in_country,pt_in_sea,country,geometry,coast_pt,sea_node,cent_lat,cent_lon,merra_lat,merra_lon,shore_dist,pv_lat,pv_lon
0,47.0,9.375,False,False,Austria,POINT (9.375 47),False,False,47.164852605469164,9.645249306397067,47.0,9.375,0.0,47.164852605469164,9.645249306397067
1,47.5,9.375,False,False,Austria,POINT (9.375 47.5),False,False,47.377632532986794,9.631662362806331,47.5,9.375,0.9469267344048611,47.377632532986794,9.631662362806331
2,47.0,10.0,True,False,Austria,POINT (10 47),False,False,47.08264808135242,10.034669276607671,47.0,10.0,0.0,47.08264808135242,10.034669276607671
3,47.5,10.0,True,False,Austria,POINT (10 47.5),False,False,47.3878440721241,9.92826198814013,47.5,10.0,0.0,47.3878440721241,9.92826198814013
4,47.0,10.625,True,False,Austria,POINT (10.625 47),False,False,47.05287074366766,10.656985291582703,47.0,10.625,0.0,47.05287074366766,10.656985291582703
5,47.5,10.625,True,False,Austria,POINT (10.625 47.5),False,False,47.39012782051893,10.659047335584539,47.5,10.625,0.0,47.39012782051893,10.659047335584539
6,47.0,11.25,True,False,Austria,POINT (11.25 47),False,False,47.08137682988826,11.204939041501214,47.0,11.25,0.0,47.08137682988826,11.204939041501214
7,47.5,11.25,False,False,Austria,POINT (11.25 47.5),False,False,47.35117182743622,11.286190906769699,47.5,11.25,0.0,47.35117182743622,11.286190906769699
8,47.0,11.875,False,False,Austria,POINT (11.875 47),False,False,47.13470679323641,11.853323091604555,47.0,11.875,0.0,47.13470679323641,11.853323091604555
9,47.5,11.875,True,False,Austria,POINT (11.875 47.5),False,False,47.42485258702514,11.88674186890524,47.5,11.875,0.0,47.42485258702514,11.88674186890524
10,46.5,12.5,False,False,Austria,POINT (12.5 46.5),False,False,46.706325340564774,12.623341729491864,46.5,12.5,0.0,46.706325340564774,12.623341729491864
11,47.0,12.5,True,False,Austria,POINT (12.5 47),False,False,47.01092089183073,12.516428056032108,47.0,12.5,0.0,47.01092089183073,12.516428056032108
12,47.5,12.5,True,False,Austria,POINT (12.5 47.5),False,False,47.455314554319195,12.500986994952632,47.5,12.5,0.0,47.455314554319195,12.500986994952632
13,48.0,12.5,False,False,Austria,POINT (12.5 48),False,False,48.1033890955136,12.791695789663756,48.0,12.5,0.0,48.1033890955136,12.791695789663756
14,46.5,13.125,False,False,Austria,POINT (13.125 46.5),False,False,46.667057736534574,13.150482205908846,46.5,13.125,0.0,46.667057736534574,13.150482205908846
15,47.0,13.125,True,False,Austria,POINT (13.125 47),False,False,47.0,13.125,47.0,13.125,0.0,47.0,13.125
16,47.5,13.125,True,False,Austria,POINT (13.125 47.5),False,False,47.47173126130591,13.168469046881809,47.5,13.125,0.0,47.47173126130591,13.168469046881809
17,48.0,13.125,True,False,Austria,POINT (13.125 48),False,False,48.01151593362237,13.163719550708288,48.0,13.125,0.0,48.01151593362237,13.163719550708288
18,48.5,13.125,False,False,Austria,POINT (13.125 48.5),False,False,48.29090191480467,13.29660384935555,48.5,13.125,0.0,48.29090191480467,13.29660384935555
19,46.5,13.75,False,False,Austria,POINT (13.75 46.5),False,False,46.63905571032053,13.766162443946753,46.5,13.75,0.0,46.63905571032053,13.766162443946753
20,47.0,13.75,True,False,Austria,POINT (13.75 47),False,False,47.0,13.75,47.0,13.75,0.0,47.0,13.75
21,47.5,13.75,True,False,Austria,POINT (13.75 47.5),False,False,47.5,13.75,47.5,13.75,0.0,47.5,13.75
22,48.0,13.75,True,False,Austria,POINT (13.75 48),False,False,48.0,13.75,48.0,13.75,0.0,48.0,13.75
23,48.5,13.75,True,False,Austria,POINT (13.75 48.5),False,False,48.44675132894778,13.782004036027239,48.5,13.75,0.0,48.44675132894778,13.782004036027239
24,49.0,13.75,False,False,Austria,POINT (13.75 49),False,False,48.75887689299779,13.859521906771393,49.0,13.75,0.0,48.75887689299779,13.859521906771393
25,46.5,14.375,True,False,Austria,POINT (14.375 46.5),False,False,46.59260937578263,14.381355358083255,46.5,14.375,0.0,46.59260937578263,14.381355358083255
26,47.0,14.375,True,False,Austria,POINT (14.375 47),False,False,47.0,14.375,47.0,14.375,0.0,47.0,14.375
27,47.5,14.375,True,False,Austria,POINT (14.375 47.5),False,False,47.5,14.375,47.5,14.375,0.0,47.5,14.375
28,48.0,14.375,True,False,Austria,POINT (14.375 48),False,False,48.0,14.375,48.0,14.375,0.0,48.0,14.375
29,48.5,14.375,True,False,Austria,POINT (14.375 48.5),False,False,48.43092974363286,14.375485365319369,48.5,14.375,0.0,48.43092974363286,14.375485365319369
30,46.5,15.0,False,False,Austria,POINT (15 46.5),False,False,46.663583834605625,14.92853258381061,46.5,15.0,0.0,46.663583834605625,14.92853258381061
31,47.0,15.0,True,False,Austria,POINT (15 47),False,False,47.0,15.0,47.0,15.0,0.0,47.0,15.0
32,47.5,15.0,True,False,Austria,POINT (15 47.5),False,False,47.5,15.0,47.5,15.0,0.0,47.5,15.0
33,48.0,15.0,True,False,Austria,POINT (15 48),False,False,48.0,15.0,48.0,15.0,0.0,48.0,15.0
34,48.5,15.0,True,False,Austria,POINT (15 48.5),False,False,48.495522234048835,15.006820298044213,48.5,15.0,0.0,48.495522234048835,15.006820298044213
35,49.0,15.0,True,False,Austria,POINT (15 49),False,False,48.86749624508623,15.123481275304385,49.0,15.0,0.0,48.86749624508623,15.123481275304385
36,46.5,15.625,False,False,Austria,POINT (15.625 46.5),False,False,46.71375021864986,15.542100147710913,46.5,15.625,0.0,46.71375021864986,15.542100147710913
37,47.0,15.625,True,False,Austria,POINT (15.625 47),False,False,47.0,15.625,47.0,15.625,0.0,47.0,15.625
38,47.5,15.625,True,False,Austria,POINT (15.625 47.5),False,False,47.5,15.625,47.5,15.625,0.0,47.5,15.625
39,48.0,15.625,True,False,Austria,POINT (15.625 48),False,False,48.0,15.625,48.0,15.625,0.0,48.0,15.625
40,48.5,15.625,True,False,Austria,POINT (15.625 48.5),False,False,48.5,15.625,48.5,15.625,0.0,48.5,15.625
41,49.0,15.625,False,False,Austria,POINT (15.625 49),False,False,48.83286185241889,15.566712374258971,49.0,15.625,0.0,48.83286185241889,15.566712374258971
42,46.5,16.25,False,False,Austria,POINT (16.25 46.5),False,False,46.747546441570606,15.947399642397116,46.5,16.25,0.0,46.747546441570606,15.947399642397116
43,47.0,16.25,True,False,Austria,POINT (16.25 47),False,False,47.071319624540585,16.168833664306856,47.0,16.25,0.0,47.071319624540585,16.168833664306856
44,47.5,16.25,True,False,Austria,POINT (16.25 47.5),False,False,47.50265912306899,16.226483567838585,47.5,16.25,0.0,47.50265912306899,16.226483567838585
45,48.0,16.25,True,False,Austria,POINT (16.25 48),False,False,48.00004985164719,16.249938139112167,48.0,16.25,0.0,48.00004985164719,16.249938139112167
46,48.5,16.25,True,False,Austria,POINT (16.25 48.5),False,False,48.49771983238996,16.249610931509295,48.5,16.25,0.0,48.49771983238996,16.249610931509295
47,49.0,16.25,False,False,Austria,POINT (16.25 49),False,False,48.77887658862929,16.496566351739517,49.0,16.25,0.0,48.77887658862929,16.496566351739517
48,47.5,16.875,False,False,Austria,POINT (16.875 47.5),False,False,47.53504162860703,16.622780019899878,47.5,16.875,0.0,47.53504162860703,16.622780019899878
49,48.0,16.875,True,False,Austria,POINT (16.875 48),False,False,47.99411970946859,16.816189015258452,48.0,16.875,0.0,47.99411970946859,16.816189015258452
50,48.5,16.875,True,False,Austria,POINT (16.875 48.5),False,False,48.49951788805047,16.732533631798713,48.5,16.875,0.0,48.49951788805047,16.732533631798713
51,49.0,16.875,False,False,Austria,POINT (16.875 49),False,False,48.77170424584665,16.617664969386695,49.0,16.875,0.0,48.77170424584665,16.617664969386695
52,50.5,2.5,False,False,Belgium,POINT (2.5 50.5),False,False,50.74683069942297,2.8060705996457176,50.5,2.5,0.0,50.74683069942297,2.8060705996457176
53,51.0,2.5,False,False,Belgium,POINT (2.5 51),False,False,50.97837479848626,2.711442383350006,51.0,2.5,0.0,50.97837479848626,2.711442383350006
54,50.5,3.125,False,False,Belgium,POINT (3.125 50.5),False,False,50.639217886083806,3.3410513045927273,50.5,3.125,0.0,50.639217886083806,3.3410513045927273
55,51.0,3.125,True,False,Belgium,POINT (3.125 51),False,False,51.00159469872767,3.1292958419407966,51.0,3.125,0.0,51.00159469872767,3.1292958419407966
56,51.5,3.125,False,True,Belgium,POINT (3.125 51.5),False,False,51.29457769123771,3.2261171664132107,51.0,3.125,0.0,51.29457769123771,3.2261171664132107
57,50.5,3.75,True,False,Belgium,POINT (3.75 50.5),False,False,50.57165525420903,3.7846158660560194,50.5,3.75,0.0,50.57165525420903,3.7846158660560194
58,51.0,3.75,True,False,Belgium,POINT (3.75 51),False,False,50.994080567924286,3.7464873833635393,51.0,3.75,0.0,50.994080567924286,3.7464873833635393
59,51.5,3.75,False,False,Belgium,POINT (3.75 51.5),False,False,51.27044342691085,3.6368160835283487,51.5,3.75,0.0,51.27044342691085,3.6368160835283487
60,50.0,4.375,True,False,Belgium,POINT (4.375 50),False,False,50.10457985628646,4.42511500750277,50.0,4.375,0.0,50.10457985628646,4.42511500750277
61,50.5,4.375,True,False,Belgium,POINT (4.375 50.5),False,False,50.50477874918634,4.380826828146444,50.5,4.375,0.0,50.50477874918634,4.380826828146444
62,51.0,4.375,True,False,Belgium,POINT (4.375 51),False,False,51.0,4.375,51.0,4.375,0.0,51.0,4.375
63,51.5,4.375,False,False,Belgium,POINT (4.375 51.5),False,False,51.33534704386031,4.460679399315175,51.5,4.375,0.0,51.33534704386031,4.460679399315175
64,49.5,5.0,False,False,Belgium,POINT (5 49.5),False,False,49.721564131407604,5.246598152705793,49.5,5.0,0.0,49.721564131407604,5.246598152705793
65,50.0,5.0,True,False,Belgium,POINT (5 50),False,False,50.0240889021888,5.058843656121941,50.0,5.0,0.0,50.0240889021888,5.058843656121941
66,50.5,5.0,True,False,Belgium,POINT (5 50.5),False,False,50.5,5.0,50.5,5.0,0.0,50.5,5.0
67,51.0,5.0,True,False,Belgium,POINT (5 51),False,False,51.0,5.0,51.0,5.0,0.0,51.0,5.0
68,51.5,5.0,False,False,Belgium,POINT (5 51.5),False,False,51.34678099775222,4.919951616154631,51.5,5.0,0.0,51.34678099775222,4.919951616154631
69,49.5,5.625,False,False,Belgium,POINT (5.625 49.5),False,False,49.64911597990454,5.6163772542523,49.5,5.625,0.0,49.64911597990454,5.6163772542523
70,50.0,5.625,True,False,Belgium,POINT (5.625 50),False,False,50.019069032211576,5.580411029111314,50.0,5.625,0.0,50.019069032211576,5.580411029111314
71,50.5,5.625,True,False,Belgium,POINT (5.625 50.5),False,False,50.5,5.625,50.5,5.625,0.0,50.5,5.625
72,51.0,5.625,True,False,Belgium,POINT (5.625 51),False,False,51.00240111566981,5.530158172138867,51.0,5.625,0.0,51.00240111566981,5.530158172138867
73,51.5,5.625,False,False,Belgium,POINT (5.625 51.5),False,False,51.264524079429535,5.45849680353477,51.5,5.625,0.0,51.264524079429535,5.45849680353477
74,50.0,6.25,False,False,Belgium,POINT (6.25 50),False,False,50.20372895812225,6.057160173874997,50.0,6.25,0.0,50.20372895812225,6.057160173874997
75,50.5,6.25,True,False,Belgium,POINT (6.25 50.5),False,False,50.46400235437707,6.120103159869997,50.5,6.25,0.0,50.46400235437707,6.120103159869997
76,51.0,6.25,False,False,Belgium,POINT (6.25 51),False,False,50.75332728153024,5.978049683414098,51.0,6.25,0.0,50.75332728153024,5.978049683414098
77,51.5,1.875,False,True,Belgium,POINT (1.875 51.5),False,True,51.49999781059505,1.875002734826187,51.5,1.875,65.05198305247275,,
78,51.0,2.5,False,False,Belgium,POINT (2.5 51),True,True,51.18394706132637,2.4165245268250106,51.5,2.5,13.542387044864427,,
79,51.5,2.5,False,True,Belgium,POINT (2.5 51.5),False,True,51.5,2.5,51.5,2.5,40.42467273699904,,
80,52.0,2.5,False,True,Belgium,POINT (2.5 52),False,True,51.94119713877791,2.526981420833877,52.0,2.5,80.33037045847169,,
81,51.0,3.125,True,False,Belgium,POINT (3.125 51),True,True,51.24884967861952,2.815464230686112,51.5,3.125,5.1070059984147225,,
82,51.5,3.125,False,True,Belgium,POINT (3.125 51.5),True,True,51.55010260149947,3.0924208826608264,51.5,3.125,24.529697632704654,,
83,52.0,3.125,False,True,Belgium,POINT (3.125 52),False,True,51.99622807154144,3.1287548365245192,52.0,3.125,71.24299217396714,,
84,52.5,3.125,False,True,Belgium,POINT (3.125 52.5),False,True,52.25921198358879,3.2869473429424048,52.5,3.125,98.6810098900672,,
85,52.5,3.75,False,True,Belgium,POINT (3.75 52.5),False,True,52.281349538254545,3.947165366746336,52.5,3.75,96.51555158191738,,
86,42.0,22.5,False,False,Bulgaria,POINT (22.5 42),False,False,42.16643540499356,22.667993847480027,42.0,22.5,0.0,42.16643540499356,22.667993847480027
87,42.5,22.5,False,False,Bulgaria,POINT (22.5 42.5),False,False,42.49794927816053,22.63735164893203,42.5,22.5,0.0,42.49794927816053,22.63735164893203
88,43.0,22.5,False,False,Bulgaria,POINT (22.5 43),False,False,42.82105305883138,22.646057856842805,43.0,22.5,0.0,42.82105305883138,22.646057856842805
89,43.5,22.5,False,False,Bulgaria,POINT (22.5 43.5),False,False,43.595133287447176,22.649407268039873,43.5,22.5,0.0,43.595133287447176,22.649407268039873
90,44.0,22.5,True,False,Bulgaria,POINT (22.5 44),False,False,43.94009384775378,22.62414080790923,44.0,22.5,0.0,43.94009384775378,22.62414080790923
91,41.5,23.125,True,False,Bulgaria,POINT (23.125 41.5),False,False,41.54907647673598,23.191660337579442,41.5,23.125,0.0,41.54907647673598,23.191660337579442
92,42.0,23.125,True,False,Bulgaria,POINT (23.125 42),False,False,42.01340803408278,23.147101925741,42.0,23.125,0.0,42.01340803408278,23.147101925741
93,42.5,23.125,True,False,Bulgaria,POINT (23.125 42.5),False,False,42.5,23.125,42.5,23.125,0.0,42.5,23.125
94,43.0,23.125,True,False,Bulgaria,POINT (23.125 43),False,False,42.98400472409746,23.154321087284764,43.0,23.125,0.0,42.98400472409746,23.154321087284764
95,43.5,23.125,True,False,Bulgaria,POINT (23.125 43.5),False,False,43.502274468318305,23.12805129310631,43.5,23.125,0.0,43.502274468318305,23.12805129310631
96,44.0,23.125,False,False,Bulgaria,POINT (23.125 44),False,False,43.88450997814098,23.046762864689136,44.0,23.125,8.633675138123284,43.88450997814098,23.046762864689136
97,41.5,23.75,True,False,Bulgaria,POINT (23.75 41.5),False,False,41.584087190301275,23.736238264063317,41.5,23.75,0.0,41.584087190301275,23.736238264063317
98,42.0,23.75,True,False,Bulgaria,POINT (23.75 42),False,False,42.0,23.75,42.0,23.75,0.0,42.0,23.75
99,42.5,23.75,True,False,Bulgaria,POINT (23.75 42.5),False,False,42.5,23.75,42.5,23.75,0.0,42.5,23.75
100,43.0,23.75,True,False,Bulgaria,POINT (23.75 43),False,False,43.0,23.75,43.0,23.75,0.0,43.0,23.75
101,43.5,23.75,True,False,Bulgaria,POINT (23.75 43.5),False,False,43.498960718215734,23.74879283625436,43.5,23.75,0.0,43.498960718215734,23.74879283625436
102,44.0,23.75,False,False,Bulgaria,POINT (23.75 44),False,False,43.7806654039885,23.612432442701067,44.0,23.75,0.0,43.7806654039885,23.612432442701067
103,41.5,24.375,False,False,Bulgaria,POINT (24.375 41.5),False,False,41.63151418581444,24.40203924980101,41.5,24.375,0.0,41.63151418581444,24.40203924980101
104,42.0,24.375,True,False,Bulgaria,POINT (24.375 42),False,False,42.0,24.375,42.0,24.375,0.0,42.0,24.375
105,42.5,24.375,True,False,Bulgaria,POINT (24.375 42.5),False,False,42.5,24.375,42.5,24.375,0.0,42.5,24.375
106,43.0,24.375,True,False,Bulgaria,POINT (24.375 43),False,False,43.0,24.375,43.0,24.375,0.0,43.0,24.375
107,43.5,24.375,True,False,Bulgaria,POINT (24.375 43.5),False,False,43.48464179417534,24.382204995983283,43.5,24.375,0.0,43.48464179417534,24.382204995983283
108,44.0,24.375,False,False,Bulgaria,POINT (24.375 44),False,False,43.754567565022136,24.535587876032864,44.0,24.375,0.0,43.754567565022136,24.535587876032864
109,41.0,25.0,False,False,Bulgaria,POINT (25 41),False,False,41.24744777796079,25.28739174783328,41.0,25.0,0.0,41.24744777796079,25.28739174783328
110,41.5,25.0,True,False,Bulgaria,POINT (25 41.5),False,False,41.547814289077664,25.019983597059532,41.5,25.0,0.0,41.547814289077664,25.019983597059532
111,42.0,25.0,True,False,Bulgaria,POINT (25 42),False,False,42.0,25.0,42.0,25.0,0.0,42.0,25.0
112,42.5,25.0,True,False,Bulgaria,POINT (25 42.5),False,False,42.5,25.0,42.5,25.0,0.0,42.5,25.0
113,43.0,25.0,True,False,Bulgaria,POINT (25 43),False,False,43.0,25.0,43.0,25.0,0.0,43.0,25.0
114,43.5,25.0,True,False,Bulgaria,POINT (25 43.5),False,False,43.47650729824122,24.994947345963364,43.5,25.0,0.0,43.47650729824122,24.994947345963364
115,41.0,25.625,False,False,Bulgaria,POINT (25.625 41),False,False,41.24885927819532,25.32220888587591,41.0,25.625,0.0,41.24885927819532,25.32220888587591
116,41.5,25.625,True,False,Bulgaria,POINT (25.625 41.5),False,False,41.52595036769735,25.616033399363744,41.5,25.625,0.0,41.52595036769735,25.616033399363744
117,42.0,25.625,True,False,Bulgaria,POINT (25.625 42),False,False,42.0,25.625,42.0,25.625,0.0,42.0,25.625
118,42.5,25.625,True,False,Bulgaria,POINT (25.625 42.5),False,False,42.5,25.625,42.5,25.625,0.0,42.5,25.625
119,43.0,25.625,True,False,Bulgaria,POINT (25.625 43),False,False,43.0,25.625,43.0,25.625,0.0,43.0,25.625
120,43.5,25.625,True,False,Bulgaria,POINT (25.625 43.5),False,False,43.466645348068106,25.642723131317187,43.5,25.625,0.0,43.466645348068106,25.642723131317187
121,44.0,25.625,False,False,Bulgaria,POINT (25.625 44),False,False,43.78058734363799,25.90304073097573,44.0,25.625,0.0,43.78058734363799,25.90304073097573
122,41.5,26.25,False,False,Bulgaria,POINT (26.25 41.5),False,False,41.534802630834506,26.05632185462671,41.5,26.25,0.0,41.534802630834506,26.05632185462671
123,42.0,26.25,True,False,Bulgaria,POINT (26.25 42),False,False,42.011573101586045,26.238534239328196,42.0,26.25,0.0,42.011573101586045,26.238534239328196
124,42.5,26.25,True,False,Bulgaria,POINT (26.25 42.5),False,False,42.5,26.25,42.5,26.25,0.0,42.5,26.25
125,43.0,26.25,True,False,Bulgaria,POINT (26.25 43),False,False,43.0,26.25,43.0,26.25,0.0,43.0,26.25
126,43.5,26.25,True,False,Bulgaria,POINT (26.25 43.5),False,False,43.5,26.25,43.5,26.25,0.0,43.5,26.25
127,44.0,26.25,True,False,Bulgaria,POINT (26.25 44),False,False,43.87942169032676,26.29216283170817,44.0,26.25,0.0,43.87942169032676,26.29216283170817
128,42.0,26.875,False,False,Bulgaria,POINT (26.875 42),False,False,42.12828135046986,26.83757005241285,42.0,26.875,0.0,42.12828135046986,26.83757005241285
129,42.5,26.875,True,False,Bulgaria,POINT (26.875 42.5),False,False,42.5,26.875,42.5,26.875,0.0,42.5,26.875
130,43.0,26.875,True,False,Bulgaria,POINT (26.875 43),False,False,43.0,26.875,43.0,26.875,0.0,43.0,26.875
131,43.5,26.875,True,False,Bulgaria,POINT (26.875 43.5),False,False,43.5,26.875,43.5,26.875,0.0,43.5,26.875
132,44.0,26.875,True,False,Bulgaria,POINT (26.875 44),False,False,43.93222221697009,26.888986349702815,44.0,26.875,0.0,43.93222221697009,26.888986349702815
133,42.0,27.5,True,False,Bulgaria,POINT (27.5 42),False,False,42.11764132858577,27.531773568836083,42.0,27.5,0.0,42.11764132858577,27.531773568836083
134,42.5,27.5,False,True,Bulgaria,POINT (27.5 42.5),False,False,42.49728301947452,27.427693150577017,42.5,26.875,0.0,42.49728301947452,27.427693150577017
135,43.0,27.5,True,False,Bulgaria,POINT (27.5 43),False,False,43.0,27.5,43.0,27.5,0.0,43.0,27.5
136,43.5,27.5,True,False,Bulgaria,POINT (27.5 43.5),False,False,43.5,27.5,43.5,27.5,0.0,43.5,27.5
137,44.0,27.5,True,False,Bulgaria,POINT (27.5 44),False,False,43.89666996777297,27.47269467861374,44.0,27.5,0.0,43.89666996777297,27.47269467861374
138,42.0,28.125,False,True,Bulgaria,POINT (28.125 42),False,False,42.06556966061726,27.893636523129008,42.0,27.5,0.0,42.06556966061726,27.893636523129008
139,42.5,28.125,False,True,Bulgaria,POINT (28.125 42.5),False,False,42.727757756867966,27.854604970944,43.0,27.5,0.0,42.727757756867966,27.854604970944
140,43.0,28.125,False,True,Bulgaria,POINT (28.125 43),False,False,43.04084767814495,27.871400632562484,43.0,27.5,0.0,43.04084767814495,27.871400632562484
141,43.5,28.125,True,False,Bulgaria,POINT (28.125 43.5),False,False,43.53918511214419,28.09499626078783,43.5,28.125,0.0,43.53918511214419,28.09499626078783
142,44.0,28.125,False,False,Bulgaria,POINT (28.125 44),False,False,43.839311633308824,27.957823438957302,44.0,28.125,0.0,43.839311633308824,27.957823438957302
143,43.5,28.75,False,True,Bulgaria,POINT (28.75 43.5),False,False,43.57813769638847,28.50669500214142,43.5,28.125,0.0,43.57813769638847,28.50669500214142
144,40.5,26.875,False,True,Bulgaria,POINT (26.875 40.5),False,True,40.57499334862543,26.642915821960692,40.5,26.875,96.38529464751443,,
145,42.5,27.5,False,True,Bulgaria,POINT (27.5 42.5),True,True,42.51876917925159,27.72955414019735,42.5,27.5,11.659917579503416,,
146,41.5,28.125,False,False,Bulgaria,POINT (28.125 41.5),False,True,41.647519985986115,28.301549328737217,41.5,28.75,44.236703787253916,,
147,42.0,28.125,False,True,Bulgaria,POINT (28.125 42),True,True,42.01893616250394,28.22425278761202,42.0,28.125,16.996866710476684,,
148,42.5,28.125,False,True,Bulgaria,POINT (28.125 42.5),True,True,42.49164587293433,28.135282093703353,42.5,28.125,30.716848723269777,,
149,43.0,28.125,False,True,Bulgaria,POINT (28.125 43),True,True,42.989596774088255,28.207655115604013,43.0,28.125,25.89263669394432,,
150,43.5,28.125,True,False,Bulgaria,POINT (28.125 43.5),True,True,43.30611848903024,28.281068134590683,43.0,28.125,12.44831762720805,,
151,41.5,28.75,False,True,Bulgaria,POINT (28.75 41.5),False,True,41.576926928257244,28.75049568629006,41.5,28.75,76.06002305027378,,
152,42.0,28.75,False,True,Bulgaria,POINT (28.75 42),False,True,42.0,28.75,42.0,28.75,60.340011226202485,,
153,42.5,28.75,False,True,Bulgaria,POINT (28.75 42.5),False,True,42.5,28.75,42.5,28.75,73.7740297868032,,
154,43.0,28.75,False,True,Bulgaria,POINT (28.75 43),False,True,43.0,28.75,43.0,28.75,48.93294399095366,,
155,43.5,28.75,False,True,Bulgaria,POINT (28.75 43.5),True,True,43.47977673164081,28.819221130090984,43.5,28.75,18.315091427757846,,
156,44.0,28.75,False,True,Bulgaria,POINT (28.75 44),True,True,43.994292382800936,28.875993320249293,44.0,28.75,36.114008477013975,,
157,41.5,29.375,False,True,Bulgaria,POINT (29.375 41.5),False,True,41.6776496846026,29.104090943765925,41.5,29.375,96.5270018243833,,
158,42.0,29.375,False,True,Bulgaria,POINT (29.375 42),False,True,42.000027423834965,29.137950328180192,42.0,29.375,92.48288054816459,,
159,42.5,29.375,False,True,Bulgaria,POINT (29.375 42.5),False,True,42.55388475094642,29.131194815745612,42.5,29.375,102.82321313117474,,
160,43.0,29.375,False,True,Bulgaria,POINT (29.375 43),False,True,43.02867274155901,29.334642504463456,43.0,29.375,78.80932454162534,,
161,43.5,29.375,False,True,Bulgaria,POINT (29.375 43.5),False,True,43.5,29.375,43.5,29.375,62.362974562464764,,
162,44.0,29.375,False,True,Bulgaria,POINT (29.375 44),False,True,43.997883398969854,29.372234756740777,44.0,29.375,69.23859404136775,,
163,43.0,30.0,False,True,Bulgaria,POINT (30 43),False,True,43.19516545391174,29.718319362435828,43.0,30.0,97.49858038775118,,
164,43.5,30.0,False,True,Bulgaria,POINT (30 43.5),False,True,43.51119858848814,29.757204931930083,43.5,30.0,93.17723522172153,,
165,44.0,30.0,False,True,Bulgaria,POINT (30 44),False,True,43.906480434483136,29.74252018626617,44.0,30.0,94.9035598731181,,
166,45.0,13.75,True,False,Croatia,POINT (13.75 45),False,False,45.06949628881292,13.867826471062742,45.0,13.75,0.0,45.06949628881292,13.867826471062742
167,45.5,13.75,False,False,Croatia,POINT (13.75 45.5),False,False,45.35862655829983,13.802566819007222,45.5,13.75,0.0,45.35862655829983,13.802566819007222
168,44.5,14.375,False,True,Croatia,POINT (14.375 44.5),False,False,44.685008108439,14.451933092188916,45.0,14.375,0.0,44.685008108439,14.451933092188916
169,45.0,14.375,True,False,Croatia,POINT (14.375 45),False,False,45.09530372971798,14.573439986339562,45.0,14.375,0.0,45.09530372971798,14.573439986339562
170,45.5,14.375,False,False,Croatia,POINT (14.375 45.5),False,False,45.40928990342858,14.411170634314399,45.5,14.375,0.0,45.40928990342858,14.411170634314399
171,44.0,15.0,False,True,Croatia,POINT (15 44),False,False,44.179323569082726,15.244522062161725,44.0,15.625,0.0,44.179323569082726,15.244522062161725
172,44.5,15.0,False,True,Croatia,POINT (15 44.5),False,False,44.608277839083534,15.150184507927166,44.5,15.625,0.0,44.608277839083534,15.150184507927166
173,45.0,15.0,True,False,Croatia,POINT (15 45),False,False,45.019871641008706,15.068535658008368,45.0,15.0,0.0,45.019871641008706,15.068535658008368
174,45.5,15.0,False,False,Croatia,POINT (15 45.5),False,False,45.36840061060511,14.988630388956654,45.5,15.0,0.0,45.36840061060511,14.988630388956654
175,46.0,15.0,False,False,Croatia,POINT (15 46),False,False,45.75108131358104,15.311445391783755,46.0,15.0,0.0,45.75108131358104,15.311445391783755
176,43.5,15.625,False,True,Croatia,POINT (15.625 43.5),False,False,43.72837809070348,15.89026475262789,44.0,15.625,0.0,43.72837809070348,15.89026475262789
177,44.0,15.625,True,False,Croatia,POINT (15.625 44),False,False,44.0378034327064,15.66527696508501,44.0,15.625,0.0,44.0378034327064,15.66527696508501
178,44.5,15.625,True,False,Croatia,POINT (15.625 44.5),False,False,44.50142393231045,15.62663746007271,44.5,15.625,0.0,44.50142393231045,15.62663746007271
179,45.0,15.625,True,False,Croatia,POINT (15.625 45),False,False,45.00809535727283,15.548399252764476,45.0,15.625,0.0,45.00809535727283,15.548399252764476
180,45.5,15.625,True,False,Croatia,POINT (15.625 45.5),False,False,45.498435814020574,15.627602785874101,45.5,15.625,0.0,45.498435814020574,15.627602785874101
181,46.0,15.625,False,False,Croatia,POINT (15.625 46),False,False,45.97158569148821,15.761536942034898,46.0,15.625,0.0,45.97158569148821,15.761536942034898
182,46.5,15.625,False,False,Croatia,POINT (15.625 46.5),False,False,46.258179410549225,15.909766610787075,46.5,15.625,0.0,46.258179410549225,15.909766610787075
183,43.0,16.25,False,True,Croatia,POINT (16.25 43),False,False,43.04897462161492,16.14331570323953,43.5,16.875,0.0,43.04897462161492,16.14331570323953
184,43.5,16.25,False,True,Croatia,POINT (16.25 43.5),False,False,43.63061740204175,16.24498825003755,44.0,16.25,0.0,43.63061740204175,16.24498825003755
185,44.0,16.25,True,False,Croatia,POINT (16.25 44),False,False,43.962104175048665,16.210122761808087,44.0,16.25,0.0,43.962104175048665,16.210122761808087
186,44.5,16.25,False,False,Croatia,POINT (16.25 44.5),False,False,44.41704035165051,16.040843939700547,44.5,16.25,0.0,44.41704035165051,16.040843939700547
187,45.0,16.25,False,False,Croatia,POINT (16.25 45),False,False,45.15923330856495,16.26501738361531,45.0,16.25,0.0,45.15923330856495,16.26501738361531
188,45.5,16.25,True,False,Croatia,POINT (16.25 45.5),False,False,45.5,16.25,45.5,16.25,0.0,45.5,16.25
189,46.0,16.25,True,False,Croatia,POINT (16.25 46),False,False,46.0,16.25,46.0,16.25,0.0,46.0,16.25
